body_type,sex,diet,how_often_shower,heating_energy_source,transport,vehicle_type,social_activity,monthly_grocery_bill,frequency_of_traveling_by_air,vehicle_monthly_distance_km,waste_bag_size,waste_bag_weekly_count,how_long_tv_pc_daily_hour,how_many_new_clothes_monthly,how_long_internet_daily_hour,energy_efficiency,recycling,cooking_with,co2,type,country,year,coal_co2,oil_co2,gas_co2,cement_co2,flaring_co2,other_industry_co2
2,2,4,3,1,3,5,3,169.0,4,14.0,2,2.0,17.0,7.0,2.0,3,8,10,2623.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,3,2,3,2,5,3,195.0,2,1644.0,2,5.0,9.0,22.0,2.0,1,10,2,1590.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,4,4,2,5,1,278.0,3,238.0,2,1.0,12.0,28.0,13.0,3,7,12,1167.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,4,1,4,1,2,3,59.0,2,4240.0,2,6.0,17.0,5.0,14.0,2,13,8,1050.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,2,1,2,5,1,68.0,4,1980.0,4,7.0,19.0,8.0,7.0,1,10,16,2452.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,1,4,3,5,2,199.0,1,54.0,4,1.0,17.0,10.0,10.0,3,5,9,1296.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,2,2,3,5,3,52.0,1,95.0,4,4.0,6.0,27.0,8.0,2,12,5,1085.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,4,4,1,6,1,282.0,1,5038.0,3,4.0,6.0,44.0,7.0,1,8,4,4085.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,4,2,3,5,2,203.0,1,48.0,4,4.0,9.0,0.0,24.0,1,6,14,1426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,3,3,3,5,3,140.0,2,90.0,3,5.0,20.0,18.0,13.0,1,2,7,1615.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,1,4,2,5,2,225.0,3,1730.0,4,2.0,9.0,28.0,2.0,2,4,5,1145.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,1,4,3,5,1,217.0,2,98.0,3,6.0,1.0,38.0,10.0,1,2,2,1698.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,1,3,3,5,1,86.0,3,75.0,2,5.0,14.0,27.0,10.0,3,7,9,1554.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,1,3,3,5,3,277.0,2,7.0,1,3.0,15.0,14.0,20.0,1,8,16,1418.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,3,2,2,5,1,146.0,2,822.0,3,3.0,7.0,48.0,4.0,2,11,15,1226.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,4,3,3,5,3,111.0,1,3.0,2,5.0,10.0,47.0,18.0,3,14,12,2664.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,2,3,3,5,1,277.0,3,7.0,4,5.0,3.0,26.0,6.0,3,11,14,1338.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,4,1,3,5,2,219.0,4,45.0,2,4.0,7.0,35.0,14.0,1,4,2,2996.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,2,3,1,3,3,150.0,1,3233.0,2,4.0,0.0,32.0,6.0,3,9,12,2923.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4,2,1,2,5,2,293.0,4,1697.0,1,4.0,15.0,39.0,8.0,1,2,7,3904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,4,3,3,5,3,262.0,4,94.0,4,2.0,20.0,19.0,24.0,1,14,13,2675.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3,3,3,3,5,3,172.0,4,88.0,4,3.0,0.0,19.0,1.0,1,10,16,2778.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,1,4,2,5,3,278.0,2,512.0,2,7.0,7.0,37.0,3.0,2,15,2,1842.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4,3,1,2,5,3,105.0,3,696.0,1,1.0,16.0,5.0,14.0,1,11,9,1349.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,3,3,3,5,2,69.0,2,7.0,2,7.0,8.0,19.0,1.0,2,2,2,1638.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,4,4,1,6,3,91.0,4,2416.0,3,5.0,13.0,21.0,18.0,1,5,6,4267.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,3,3,3,5,1,63.0,4,46.0,2,5.0,11.0,17.0,10.0,2,13,9,2631.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,2,4,2,5,2,154.0,1,196.0,4,4.0,15.0,33.0,13.0,3,10,11,2176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,3,2,3,5,1,166.0,1,58.0,4,2.0,12.0,27.0,7.0,3,11,13,1279.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,1,4,3,5,3,207.0,1,43.0,1,4.0,13.0,44.0,24.0,3,7,5,2666.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,2,3,1,2,5,3,104.0,1,1445.0,2,2.0,4.0,46.0,24.0,1,4,8,2022.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,3,2,1,4,3,118.0,4,725.0,1,5.0,11.0,2.0,3.0,3,15,6,2183.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,2,1,3,5,2,245.0,1,73.0,4,3.0,23.0,44.0,5.0,3,3,13,2322.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,1,3,3,5,1,290.0,2,70.0,4,5.0,0.0,25.0,4.0,3,16,8,1383.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,4,2,3,5,3,167.0,1,13.0,4,2.0,17.0,6.0,3.0,1,14,4,1350.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3,3,2,1,2,2,293.0,1,5917.0,4,5.0,2.0,15.0,12.0,3,12,13,1671.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,3,1,3,3,5,2,273.0,3,81.0,2,3.0,2.0,37.0,21.0,2,13,7,1929.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,2,3,2,5,1,105.0,1,334.0,2,3.0,0.0,25.0,6.0,1,2,2,2065.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,1,1,1,1,1,284.0,2,6580.0,1,4.0,13.0,40.0,3.0,1,0,11,3759.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,2,4,2,5,3,99.0,1,1653.0,1,6.0,14.0,42.0,19.0,1,3,13,2804.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,3,1,3,5,2,170.0,1,54.0,3,7.0,17.0,9.0,9.0,1,7,7,1854.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,2,3,4,1,3,2,284.0,2,2824.0,3,2.0,23.0,22.0,17.0,2,9,6,2259.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,3,4,1,3,3,258.0,1,4019.0,3,3.0,4.0,22.0,3.0,2,8,9,2429.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,3,1,3,5,1,158.0,3,8.0,1,1.0,17.0,42.0,11.0,1,7,6,1662.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,2,2,2,5,1,103.0,1,1888.0,2,2.0,7.0,48.0,4.0,3,9,8,1600.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,3,2,3,5,3,266.0,2,45.0,4,4.0,12.0,27.0,8.0,3,4,9,819.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,3,1,3,5,3,88.0,2,63.0,1,3.0,5.0,17.0,3.0,2,4,3,1201.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,2,2,3,1,3,2,266.0,3,452.0,3,1.0,3.0,14.0,1.0,1,2,16,1161.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,2,4,3,5,1,148.0,4,57.0,1,4.0,4.0,48.0,16.0,2,6,4,2553.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,3,1,3,5,3,83.0,4,25.0,4,1.0,3.0,15.0,0.0,2,8,16,1856.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,3,2,3,5,2,176.0,1,95.0,1,7.0,6.0,20.0,3.0,2,4,15,2791.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,2,3,4,3,5,3,222.0,3,95.0,2,1.0,8.0,27.0,6.0,3,7,16,1111.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,1,3,3,5,2,231.0,1,60.0,3,5.0,21.0,15.0,11.0,2,3,10,2000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,3,4,1,4,3,138.0,2,3106.0,1,2.0,1.0,26.0,11.0,2,5,5,1918.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,4,2,3,5,3,112.0,3,64.0,2,6.0,22.0,7.0,12.0,2,6,7,1622.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,1,4,1,2,3,144.0,2,6809.0,4,3.0,19.0,26.0,22.0,1,10,9,1368.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,4,1,1,2,2,242.0,4,8258.0,2,6.0,1.0,5.0,11.0,3,3,12,2887.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3,2,2,3,5,2,148.0,3,59.0,1,2.0,10.0,36.0,3.0,3,9,2,1674.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,1,4,2,5,2,151.0,2,1005.0,4,1.0,22.0,33.0,24.0,2,0,3,1664.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,4,3,1,3,5,1,129.0,1,64.0,1,6.0,6.0,14.0,6.0,1,3,10,1902.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,4,2,1,3,2,62.0,2,4110.0,1,4.0,14.0,25.0,17.0,2,10,9,2102.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,3,4,2,2,5,2,72.0,4,701.0,4,1.0,22.0,17.0,9.0,2,3,4,2219.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,1,2,1,3,3,296.0,3,1194.0,1,6.0,11.0,43.0,20.0,3,16,11,2671.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,4,2,1,4,3,247.0,1,942.0,4,2.0,12.0,37.0,15.0,2,11,14,1812.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,2,4,4,2,5,3,141.0,1,882.0,1,7.0,10.0,36.0,15.0,1,2,13,3293.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,3,1,1,1,1,276.0,2,4870.0,1,6.0,23.0,3.0,24.0,3,12,3,2830.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,3,3,3,5,3,111.0,4,61.0,4,6.0,17.0,45.0,14.0,2,3,2,2483.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,1,2,3,5,2,231.0,4,70.0,4,7.0,21.0,27.0,18.0,1,16,13,2755.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,4,2,3,5,2,247.0,1,59.0,1,1.0,11.0,40.0,12.0,1,12,5,1688.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,2,4,1,3,3,173.0,3,179.0,3,6.0,13.0,2.0,10.0,1,16,16,1386.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,2,1,2,5,3,173.0,3,736.0,1,1.0,4.0,50.0,8.0,3,2,0,1768.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,2,3,1,2,3,166.0,4,9191.0,3,7.0,22.0,28.0,3.0,2,11,4,2369.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,3,4,3,5,3,280.0,2,34.0,1,3.0,6.0,37.0,15.0,3,15,13,1539.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,2,1,1,6,1,100.0,1,7319.0,3,7.0,5.0,43.0,20.0,1,13,14,4087.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,2,3,3,5,1,293.0,4,12.0,4,1.0,0.0,34.0,23.0,3,11,6,1916.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,4,4,3,5,3,129.0,3,76.0,3,2.0,21.0,3.0,4.0,2,0,2,1017.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,1,3,3,5,3,287.0,1,31.0,4,7.0,18.0,38.0,11.0,1,3,5,2645.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,3,3,1,4,2,130.0,3,357.0,4,4.0,20.0,32.0,2.0,2,9,2,1596.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,1,2,2,5,3,168.0,1,1962.0,3,4.0,19.0,28.0,15.0,2,11,14,1840.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,4,4,1,1,4,2,297.0,2,4733.0,4,2.0,16.0,43.0,7.0,2,5,11,2356.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,1,4,2,5,1,222.0,4,1869.0,1,5.0,24.0,19.0,17.0,2,3,2,3941.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,2,1,2,5,2,122.0,1,788.0,4,4.0,18.0,13.0,14.0,2,15,9,1675.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,3,3,2,1,6,2,96.0,1,5016.0,1,3.0,22.0,44.0,7.0,3,4,5,3704.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4,1,3,1,2,3,280.0,3,1427.0,4,7.0,20.0,1.0,1.0,1,9,15,1214.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3,2,3,3,5,1,225.0,4,72.0,1,7.0,11.0,39.0,15.0,2,9,12,4102.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,4,1,3,5,3,150.0,2,91.0,2,5.0,16.0,5.0,0.0,3,13,5,1482.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,4,2,2,5,1,277.0,1,205.0,3,5.0,16.0,27.0,23.0,2,5,7,1704.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,1,4,1,6,2,177.0,1,7366.0,4,4.0,14.0,48.0,12.0,2,16,11,5254.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,3,3,2,1,3,1,76.0,2,5816.0,1,5.0,12.0,2.0,21.0,3,12,10,1696.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,2,3,3,5,1,85.0,2,21.0,2,7.0,7.0,27.0,1.0,3,4,13,1300.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,4,1,1,1,2,216.0,4,2222.0,1,7.0,11.0,40.0,19.0,3,5,7,5150.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4,2,3,3,5,3,200.0,2,20.0,4,3.0,24.0,28.0,6.0,3,14,6,1238.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,1,1,3,5,2,222.0,4,82.0,1,3.0,24.0,35.0,5.0,1,7,14,2876.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,3,1,2,2,5,3,94.0,1,1240.0,4,3.0,7.0,14.0,24.0,3,16,15,1468.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,1,1,2,5,2,272.0,3,1931.0,4,1.0,11.0,24.0,23.0,3,8,7,1625.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,4,1,1,4,3,130.0,3,664.0,3,7.0,20.0,24.0,22.0,3,12,6,1996.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,4,3,1,1,1,110.0,1,8246.0,1,2.0,5.0,38.0,17.0,1,8,8,4099.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,1,3,2,5,2,290.0,3,37.0,3,2.0,21.0,4.0,0.0,2,15,7,1255.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,4,1,1,2,3,181.0,3,6159.0,1,2.0,21.0,5.0,0.0,1,7,12,1432.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,1,1,3,1,127.0,2,9131.0,1,4.0,16.0,46.0,21.0,2,13,4,3234.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,4,2,2,5,3,174.0,3,337.0,4,3.0,10.0,43.0,18.0,2,11,16,1163.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,2,1,3,5,3,268.0,1,98.0,2,5.0,22.0,40.0,8.0,1,12,7,2678.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,4,1,1,2,3,176.0,3,9197.0,4,6.0,11.0,43.0,22.0,2,0,6,2366.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,4,2,2,5,1,289.0,1,1043.0,3,4.0,12.0,41.0,17.0,2,12,2,1532.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3,3,3,2,5,1,52.0,4,421.0,3,2.0,11.0,37.0,22.0,1,13,12,3301.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,3,2,3,5,2,66.0,4,30.0,3,2.0,13.0,46.0,7.0,2,12,9,2233.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,1,3,3,5,2,155.0,1,28.0,1,2.0,5.0,23.0,11.0,1,12,5,2271.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,2,2,3,5,2,230.0,4,78.0,3,7.0,15.0,13.0,24.0,1,7,13,3371.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,1,4,2,5,1,205.0,3,1044.0,4,1.0,13.0,27.0,8.0,2,6,12,1220.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,3,4,1,6,3,208.0,4,5000.0,1,2.0,18.0,6.0,18.0,2,4,15,4219.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,2,1,1,1,3,203.0,4,2948.0,2,1.0,9.0,40.0,9.0,2,2,3,4061.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,4,4,3,5,1,123.0,4,40.0,2,5.0,23.0,11.0,3.0,2,0,3,2926.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,3,4,1,2,2,59.0,3,5469.0,2,2.0,2.0,21.0,22.0,1,0,9,1601.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,3,2,3,2,5,3,132.0,4,1863.0,4,7.0,14.0,28.0,18.0,1,12,10,2562.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,2,3,1,1,2,273.0,4,8263.0,2,6.0,16.0,9.0,18.0,3,9,0,4726.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,4,1,1,6,3,105.0,3,9616.0,2,6.0,23.0,21.0,19.0,1,13,0,5314.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,4,2,5,1,275.0,2,685.0,1,5.0,20.0,38.0,11.0,2,0,4,1934.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,1,3,2,5,3,120.0,2,722.0,3,2.0,6.0,28.0,3.0,1,8,11,1084.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,1,2,2,5,1,259.0,3,870.0,2,5.0,1.0,30.0,17.0,1,8,16,1198.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,3,2,1,4,3,235.0,4,7713.0,4,1.0,0.0,11.0,10.0,3,13,12,3599.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,2,1,4,3,5,1,169.0,2,56.0,3,4.0,23.0,26.0,13.0,1,16,5,1728.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,3,2,3,5,2,67.0,4,4.0,1,5.0,8.0,19.0,3.0,1,12,3,2340.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,4,2,1,2,2,219.0,3,5788.0,4,3.0,11.0,37.0,8.0,3,8,8,1172.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,2,1,3,5,1,80.0,3,42.0,4,7.0,13.0,37.0,14.0,1,5,12,1566.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,2,4,2,5,2,175.0,2,1772.0,1,6.0,9.0,28.0,13.0,3,15,12,1983.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,2,2,2,5,3,134.0,3,123.0,4,4.0,1.0,15.0,12.0,2,10,12,956.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,1,2,1,1,2,75.0,4,3782.0,2,7.0,22.0,45.0,8.0,2,7,5,3207.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,3,1,1,1,1,160.0,2,2323.0,1,6.0,3.0,10.0,11.0,2,13,12,2079.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,4,3,1,1,1,203.0,2,6081.0,3,7.0,6.0,20.0,17.0,3,3,12,2803.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1,3,1,1,6,1,238.0,2,5192.0,2,6.0,13.0,34.0,11.0,3,8,11,4276.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,3,4,1,3,1,243.0,1,7794.0,3,5.0,7.0,21.0,24.0,1,13,12,3339.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,3,2,3,5,2,150.0,4,97.0,3,1.0,8.0,31.0,17.0,3,6,14,2491.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,1,3,2,5,2,228.0,2,84.0,1,2.0,8.0,16.0,9.0,2,7,7,1183.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,4,3,2,5,3,133.0,4,911.0,3,1.0,23.0,18.0,23.0,2,7,8,2048.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,3,4,1,4,2,249.0,4,2856.0,1,7.0,21.0,23.0,12.0,3,6,10,3522.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,2,2,2,5,2,53.0,1,1600.0,3,4.0,19.0,28.0,1.0,1,10,12,1447.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,3,2,2,5,2,273.0,1,1480.0,3,6.0,16.0,20.0,12.0,1,10,15,2093.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,2,3,1,6,1,216.0,2,2243.0,1,2.0,0.0,13.0,2.0,2,6,2,1761.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,2,2,1,3,1,180.0,2,8904.0,2,2.0,12.0,27.0,14.0,3,3,3,2235.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,4,1,3,5,2,161.0,1,15.0,4,2.0,18.0,43.0,3.0,2,4,6,1825.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,3,3,2,5,2,232.0,2,1152.0,1,3.0,0.0,44.0,1.0,1,12,4,1765.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,1,1,2,5,3,108.0,2,1636.0,4,1.0,4.0,33.0,2.0,1,16,10,1423.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,3,1,2,5,2,279.0,4,918.0,2,1.0,15.0,29.0,9.0,2,16,14,2956.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,3,2,3,5,1,68.0,1,4.0,1,3.0,1.0,19.0,8.0,2,12,8,1554.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,1,3,2,5,3,191.0,2,1381.0,1,3.0,11.0,22.0,21.0,2,15,7,1352.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,4,2,4,1,6,3,121.0,1,3436.0,2,7.0,21.0,30.0,3.0,1,5,6,2785.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,4,1,2,5,3,287.0,4,1678.0,1,5.0,4.0,22.0,2.0,2,4,3,3019.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,2,2,3,5,2,58.0,1,26.0,4,6.0,6.0,38.0,15.0,2,12,5,1420.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,2,4,2,5,1,219.0,2,576.0,3,7.0,19.0,38.0,15.0,1,5,5,1389.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,4,4,1,3,3,231.0,4,5177.0,1,2.0,5.0,33.0,6.0,2,7,15,3238.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,2,1,3,5,2,131.0,4,90.0,1,4.0,3.0,32.0,13.0,1,9,5,3781.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1,1,3,3,5,3,168.0,2,20.0,3,1.0,15.0,22.0,0.0,2,5,3,946.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,2,2,2,5,3,134.0,2,180.0,2,2.0,14.0,44.0,4.0,3,3,13,1338.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,1,2,3,5,3,103.0,3,7.0,4,4.0,1.0,8.0,5.0,2,10,8,924.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
